Year,Region,FuelType,Mileage,Price,Marca,Name
2020,Ajapnyak,Gasoline,50000,7900,VAZ,(Lada) Niva
2013,Arabkir,Hybrid,110000,2999,Chevrolet,Volt hatchback
1998,Arabkir,Gasoline,100000,16500,Opel,Astra
2010,Arabkir,Gasoline,123321,6500,BMW,X6
2008,Shengavit,Gasoline,119892,1000,Suzuki,SX4 hatchback
2004,Kapan,Gasoline,100000,6900,VAZ,(Lada) 2107
2006,Shengavit,Gasoline,177000,3000,Suzuki,SX4 hatchback
2007,Arabkir,Gasoline,99000,20600,VAZ,(Lada) 2113 hatchback
2017,Abovian,Gasoline,90000,15800,Mercedes-Benz,CLA-Class
2019,Merdzavan,Gasoline,90000,11700,Kia,Forte
2016,Merdzavan,Gasoline,56000,6000,Mazda,3
1992,Masis,Gasoline,300000,10900,Mercedes-Benz,W124
2014,Avan,Gasoline,96720,5900,Toyota,Corolla
2007,Ashtarak,Gasoline,150000,7000,Nissan,Tiida hatchback
2007,Nor Nork,Gasoline,210000,7999,Cadillac,CTS
1995,Echmiadzin,Gasoline,192000,4500,Mercedes-Benz,C-Class AMG
1998,Erebuni,Gasoline,300000,10700,Opel,Astra hatchback
2016,Kentron,Hybrid,111000,9000,Chevrolet,Volt hatchback
2011,Armavir,Gasoline,182000,7000,Nissan,Juke
2000,Shengavit,Gasoline,230000,48000,Mercedes-Benz,S-Class
2008,Kentron,Gasoline,156000,12000,Mercedes-Benz,G-Class
2011,Ashtarak,Gasoline,144000,2000,Mitsubishi,Outlander
2003,Ararat,Gasoline,530000,13000,VAZ,(Lada) 21099
2017,Malatia-Sebastia,Gasoline,95000,7000,Nissan,Sentra
1999,Garni,Diesel,280000,24000,Mercedes-Benz,Sprinter
2019,Ajapnyak,Gasoline,51000,16900,Toyota,RAV4
2019,Avan,Gasoline,45000,12000,Kia,Sportage
2014,Ajapnyak,Gasoline,150000,6500,Mazda,6
2005,Kanaker-Zeytun,Gasoline,210000,2000,BMW,3 Series
2006,Arzni,Gasoline,200000,13500,VAZ,(Lada) 2115
2013,Kapan,Gasoline,170000,21500,Mitsubishi,ASX
2021,Armavir,Gasoline,9500,16000,Mazda,CX-30
2011,Ajapnyak,Gasoline,204000,8500,BMW,5 Series
2010,Gyumri,Gasoline,130000,6500,Hyundai,Sonata
1999,Jermuk,Gasoline,188000,6000,Mercedes-Benz,ML
1995,Gyumri,Gasoline,200000,5500,Mercedes-Benz,E-Class
2000,Ararat,Gasoline,350000,17000,Opel,Zafira
2021,Kentron,Electric,29000,91000,Volkswagen,e-Bora
2018,Kentron,Gasoline,77000,25300,BMW,M5
2020,Masis,Gasoline,17000,4100,Mazda,CX-30
2010,Vedi,Gasoline,27000,12000,VAZ,(Lada) 2107
2003,Vedi,Gasoline,250000,2000,Toyota,Alphard
1989,Shengavit,Gasoline,250000,22000,BMW,5 Series
2018,Gyumri,Gasoline,31000,9000,Toyota,RAV4
2003,Erebuni,Gasoline,200000,11800,BMW,X5
2019,Nor Nork,Gasoline,59000,11500,Nissan,Sentra
2008,Arabkir,Gasoline,205000,3000,Volkswagen,Touareg
2006,Nor Nork,Gasoline,264000,5200,Ford,Focus hatchback
2005,Erebuni,Gasoline,185600,3000,Nissan,Tiida hatchback
2007,Shengavit,Gasoline,347320,33900,Toyota,Ipsum
2017,Arabkir,Gasoline,70000,13500,Land,Rover Discovery
2019,Arabkir,Gasoline,52000,8500,Hyundai,Elantra
2004,Davtashen,Gasoline,225000,12300,Infiniti,FX35
2017,Shengavit,Gasoline,91200,18000,Mazda,3
2016,Davtashen,Gasoline,215000,25800,BMW,3 Series
2024,China,Electric,10,5000,BYD,Song Plus
1998,Kentron,Gasoline,391000,23000,Opel,Astra wagon
2017,Shengavit,Gasoline,105000,4700,Mercedes-Benz,C-Class AMG
2007,Shengavit,Gasoline,290000,12000,VAZ,(Lada) 2121 (4x4)
2005,Hayanist,Gasoline,183000,16500,Toyota,Ipsum
2017,Ararat,Gasoline,125000,4000,Nissan,Rogue
2000,Abovian,Gasoline,350000,7500,BMW,3 Series
2004,Artashat,Gasoline,160000,5000,Nissan,X-Trail
2007,Artashat,Gasoline,14700,8500,VAZ,(Lada) 2121 (4x4)
2013,Davtashen,Hybrid,210000,14000,Chevrolet,Volt hatchback
2007,Malatia-Sebastia,Gasoline,175000,35500,Honda,Elysion
2010,Abovian,Gasoline,219000,4700,Toyota,Land Cruiser Prado
1998,Dilijan,Gasoline,400000,59000,Opel,Astra hatchback
2020,Arabkir,Gasoline,16000,28600,Mercedes-Benz,GLC-Class coupe
2024,China,Electric,10,7800,BYD,Song Plus
2011,Artashat,Hybrid,231167,16000,Chevrolet,Volt
2013,Shengavit,Gasoline,200000,20000,Mercedes-Benz,C-Class coupe
2019,Abovian,Gasoline,100000,4000,Toyota,Corolla
2002,Meghri,Gasoline,420000,2000,Ford,Mondeo
1998,Echmiadzin,Gasoline,275500,3500,Opel,Astra coupe
1999,Arabkir,Gasoline,240000,3800,Opel,Astra wagon
1998,Ajapnyak,Gasoline,180000,13500,Opel,Astra hatchback
2018,Shengavit,Gasoline,103000,55000,Ford,Focus hatchback
2021,Erebuni,Electric,24000,17000,Audi,E-tron
2018,Abovian,Gasoline,90000,13000,Jeep,Compass
2017,Abovian,Gasoline,58700,14000,Chevrolet,Cruze hatchback
1998,Davtashen,Gasoline,130043,12500,Mercedes-Benz,S-Class
2008,Dzoraghbyur,Gasoline,265000,14800,Audi,Q7
2019,Nor Nork,Gasoline,56000,7100,Ford,Fusion (North America)
2006,Malatia-Sebastia,Gasoline,320000,16500,Opel,Combo
2019,Yeghvard,Gasoline,46700,12300,Kia,Forte
2007,Davtashen,Gasoline,230000,14500,BMW,X5
2007,Kentron,Gasoline,394000,7000,Mitsubishi,Pajero coupe
2001,Arinj,Diesel,285981,27000,Ford,Transit
2018,USA,Gasoline,90000,8500,Porsche,Macan
2009,Nork-Marash,Gasoline,160000,15000,Hyundai,Santa Fe
2010,Kentron,Gasoline,193000,2500,Chevrolet,Camaro coupe
1996,Malatia-Sebastia,Gasoline,250000,8000,Opel,Astra hatchback
2012,Nork-Marash,Gasoline,110000,7500,Nissan,Juke
1999,Arabkir,Gasoline,270000,15800,Mercedes-Benz,E-Class
2011,Malatia-Sebastia,Gasoline,135000,8400,BMW,5 Series
2012,Shengavit,Gasoline,91764,12000,Hyundai,Veloster hatchback
2018,Arabkir,Gasoline,54000,3800,Chevrolet,Cruze
1994,Gyumri,Gasoline,258888,39000,Mercedes-Benz,E-Class
2006,Arabkir,Gasoline,108000,5400,Mercedes-Benz,G-Class
2008,Davtashen,Gasoline,160000,15000,Honda,Fit hatchback
2016,Getargel,Gasoline,110000,14000,Mazda,6
2018,Armavir,Gasoline,50000,18500,RAM,ProMaster City
2021,Arabkir,Gasoline,19506,18000,Ford,Bronco
2019,Artashat,Gasoline,90000,5000,Jeep,Cherokee
1991,Ijevan,Gasoline,1000,3400,ErAZ,762 pickup
2001,Vanadzor,Gasoline,290000,10000,Volkswagen,Golf hatchback
2015,Nor Nork,Hybrid,130000,24000,Chevrolet,Volt hatchback
2018,Kentron,Gasoline,120000,18000,Chevrolet,Camaro coupe
2018,Ijevan,Gasoline,67508,18500,Nissan,Rogue
2018,Ijevan,Gasoline,71200,42000,Kia,Optima
2018,Kanaker-Zeytun,Gasoline,118000,20800,Porsche,Cayenne
2020,Shengavit,Gasoline,100000,21000,Toyota,Corolla
2021,Avan,Gasoline,15000,18000,Hyundai,Kona
2018,Ijevan,Gasoline,67600,20400,Nissan,Rogue
2014,Avan,Diesel,114900,16500,Ford,Transit
2018,Avan,Gasoline,79000,6900,Hyundai,Kona
2008,Armavir,Gasoline,103000,5800,Mercedes-Benz,B-Class hatchback
2006,Erebuni,Gasoline,160000,15500,Nissan,Sentra
2018,Avan,Gasoline,50000,8250,Jeep,Renegade
2012,Ajapnyak,Hybrid,236000,35000,Chevrolet,Volt hatchback
2014,Kentron,Gasoline,97000,28000,Land,Rover Range Rover Sport
2019,Nor Nork,Electric,65000,10000,Tesla,Model 3
2002,Echmiadzin,Gasoline,153000,13300,Mercedes-Benz,E-Class
2009,Goris,Gasoline,140000,45000,BMW,5 Series
2019,Erebuni,Gasoline,70000,31000,Lexus,GX460
2007,Ajapnyak,Gasoline,220000,31000,Toyota,Land Cruiser
2020,Malatia-Sebastia,Electric,56000,7000,Tesla,Model Y
2000,Ajapnyak,Gasoline,198000,11700,Mercedes-Benz,E-Class
2015,Shengavit,Gasoline,93000,12000,Hyundai,Elantra
2017,Kentron,Gasoline,104000,9300,Land,Rover Discovery Sport
2013,Arabkir,Gasoline,142000,5800,Hyundai,Elantra
2007,Arabkir,Gasoline,220000,6200,Nissan,Versa
2005,Arabkir,Gasoline,250000,6500,Opel,Astra hatchback
2007,Nor Nork,Gasoline,145000,68000,Nissan,Versa hatchback
2016,Nor Nork,Gasoline,130000,45000,BMW,X6 M
2020,Erebuni,Gasoline,40000,5800,Lexus,NX
2000,Gyumri,Gasoline,250000,9500,Mercedes-Benz,E-Class
2008,Nor Nork,Gasoline,300000,18500,BMW,3 Series coupe
2019,Nor Nork,Gasoline,50000,12500,Nissan,Altima
2017,Erebuni,Gasoline,73000,9500,Ford,Focus ST hatchback
2004,Nor Nork,Gasoline,135000,16300,Mercedes-Benz,S-Class
2016,Ayntap,Gasoline,130000,6000,BMW,3 Series
2000,Arabkir,Gasoline,230000,22500,Nissan,Maxima
2007,Dilijan,Gasoline,110000,15200,Lexus,GX
2021,Taperakan,Gasoline,41000,4500,Kia,Forte
2001,Vedi,Gasoline,32000,7200,VAZ,(Lada) 2106
2003,Vanadzor,Gasoline,250000,5500,Mitsubishi,Grandis
2003,Taperakan,Gasoline,280000,6500,Opel,Astra hatchback
2003,Vanadzor,Gasoline,279000,27500,BMW,3 Series
2022,Kentron,Electric,20000,5700,Volkswagen,ID.4
2001,Taperakan,Gasoline,260000,9500,Opel,Vectra
2013,Davtashen,Hybrid,110000,14000,Chevrolet,Volt hatchback
2015,Davtashen,Gasoline,90000,90000,Nissan,Rogue
2022,Abovian,Hybrid,341,4000,Lexus,RX
1998,Kentron,Gasoline,203000,7800,Renault,Scenic
1997,Byureghavan,Gasoline,180000,16200,Mercedes-Benz,C-Class
2017,Erebuni,Gasoline,76000,75000,Mitsubishi,Outlander
2019,Erebuni,Gasoline,53000,13300,Mercedes-Benz,GLE Coupe AMG
2017,Shengavit,Gasoline,28000,60000,Nissan,Sentra
2018,Kentron,Gasoline,75000,18000,Audi,Q7
2006,Malatia-Sebastia,Gasoline,175000,13300,Mercedes-Benz,CLS-Class
2018,Erebuni,Gasoline,63800,12000,Hyundai,Elantra
2019,Kentron,Gasoline,74000,21000,Nissan,Sentra
2019,Nor Nork,Gasoline,22000,18500,Hyundai,Tucson
2019,Kentron,Gasoline,24000,22000,Kia,Sportage
2017,Ashtarak,Gasoline,89000,23200,Mercedes-Benz,C-Class
2022,Nor Nork,Gasoline,30000,13800,Kia,K5
2017,Nor Nork,Gasoline,100000,5900,Nissan,Rogue
1998,Ajapnyak,Gasoline,260000,3000,Mercedes-Benz,E-Class
2005,Ajapnyak,Gasoline,200000,12900,Mercedes-Benz,C-Class
2018,Proshyan,Gasoline,59000,4700,Kia,Sorento
2011,Ashtarak,Gasoline,40000,2000,VAZ,(Lada) 2107
1974,Ashtarak,Gasoline,150000,10800,VAZ,(Lada) 2101
2008,Jermuk,Gasoline,169000,20500,Honda,CR-V
2018,Avan,Gasoline,39000,15400,Toyota,C-HR
2017,Echmiadzin,Gasoline,120000,5800,Nissan,Rogue
2008,Echmiadzin,Gasoline,95000,65000,Nissan,Tiida hatchback
2023,Kentron,Gasoline,2812,17000,Toyota,4Runner
2015,Arabkir,Gasoline,59000,35000,Chevrolet,Camaro coupe
2019,Kentron,Gasoline,56000,4800,Lexus,NX
2004,Echmiadzin,Gasoline,285000,9100,Nissan,Fuga
2011,Shengavit,Gasoline,165000,10000,BMW,7 Series
2020,Kentron,Gasoline,34000,22000,Kia,Forte
2006,Kentron,Gasoline,148000,20000,Lexus,GX
2019,Echmiadzin,Gasoline,93000,8300,Honda,Accord
1998,Avan,Gasoline,200000,6500,Mercedes-Benz,S-Class
2002,Ajapnyak,Gasoline,215000,11500,Land,Rover Freelander
2010,Kanaker-Zeytun,Gasoline,145000,13000,Toyota,Camry
2016,Arabkir,Hybrid,145000,42000,Chevrolet,Volt hatchback
2017,Nor Nork,Electric,80000,13500,Tesla,Model X
2016,Arabkir,Hybrid,85000,15000,Chevrolet,Volt hatchback
2009,Masis,Gasoline,180000,3000,BMW,X5
2009,Malatia-Sebastia,Gasoline,500000,11200,Kia,Rio
2020,Shengavit,Gasoline,69000,3200,Volkswagen,Polo
1989,Malatia-Sebastia,Diesel,150000,11000,Mercedes-Benz,W124
2017,Shengavit,Gasoline,110000,9300,Chevrolet,Cruze hatchback
2012,Gyumri,Gasoline,135000,12000,Hyundai,Sonata
2007,Malatia-Sebastia,Gasoline,203000,12500,Mercedes-Benz,S-Class
2019,Kentron,Gasoline,75000,17500,Nissan,Sentra
2020,Kentron,Gasoline,35000,5400,Kia,Forte
2004,Echmiadzin,Gasoline,270000,29500,Chevrolet,TrailBlazer
2023,Ararat,Gasoline,7000,12000,Kia,K5
2004,Gavar,Gasoline,150000,30500,VAZ,(Lada) 2114 hatchback
2024,Ajapnyak,Electric,10,19950,BYD,Song Plus
2020,Ajapnyak,Gasoline,11000,9600,Mazda,CX-5
2015,Malatia-Sebastia,Gasoline,200000,19950,Chevrolet,Cruze
2020,Ajapnyak,Gasoline,25000,26500,Nissan,Murano
2021,Ajapnyak,Gasoline,23000,5500,Mazda,CX-9
2003,Malatia-Sebastia,Gasoline,235000,27500,Mercedes-Benz,C-Class
2009,Arabkir,Gasoline,160000,30500,Toyota,Land Cruiser Prado
2021,Shengavit,Gasoline,12300,3200,Mazda,CX-30
1999,Ajapnyak,Gasoline,371000,73000,Volkswagen,Golf hatchback
2021,Shengavit,Gasoline,24000,14300,Jeep,Wrangler
2024,Abovian,Gasoline,2200,25950,VAZ,(Lada) Niva Legend
2019,Ajapnyak,Gasoline,37000,19500,Toyota,RAV4
2020,Ajapnyak,Gasoline,14000,4000,Mazda,CX-30
2011,Gavar,Gasoline,87000,17950,VAZ,(Lada) 2114 hatchback
2020,Ajapnyak,Gasoline,45000,14500,Hyundai,Sonata
2018,Nork-Marash,Gasoline,52000,8300,Kia,Optima
2002,Nor Nork,Gasoline,300000,18950,Mercedes-Benz,E-Class
2020,Ajapnyak,Gasoline,23000,4400,Mazda,CX-30
1999,Kanaker-Zeytun,Gasoline,220000,12000,Mitsubishi,Chariot
2007,Kapan,Gasoline,180000,22950,Suzuki,Grand Vitara
2021,Ajapnyak,Gasoline,16000,9500,Mazda,CX-5
2016,Abovian,Gasoline,120000,15000,Ford,Focus
2012,Abovian,Gasoline,133000,10100,Ford,Edge
2002,Kentron,Gasoline,170000,3200,Mercedes-Benz,S-Class
2000,Malatia-Sebastia,Gasoline,250000,6200,Audi,A6
2004,Hrazdan,Gasoline,214000,2000,Opel,Zafira
1999,Kentron,Gasoline,114000,10500,Lincoln,Town Car limo
2010,Nor Nork,Gasoline,87201,8500,Toyota,Corolla
2015,Hrazdan,Gasoline,97000,20000,VAZ,(Lada) 2121 Niva
2014,Kentron,Hybrid,100000,7500,Porsche,Cayenne
2006,Malatia-Sebastia,Diesel,200000,12900,Ford,Transit
2017,Nor Nork,Gasoline,69000,9200,Kia,Forte
2002,Malatia-Sebastia,Gasoline,223000,6500,Mercedes-Benz,E-Class
2007,Noyemberyan,Gasoline,230000,12000,Toyota,Vitz hatchback
2019,Russia,Gasoline,57000,2000,VAZ,(Lada) 2121 (4x4)
2018,Nor Nork,Gasoline,50000,25500,Lexus,RX
2021,Shengavit,Gasoline,13578,7900,Toyota,C-HR
2003,Kentron,Gasoline,266500,12000,Mercedes-Benz,E-Class
2021,Kanaker-Zeytun,Gasoline,70000,16700,VAZ,(Lada) 2121 (4x4)
2020,Artashat,Gasoline,62000,9500,Nissan,Sentra
2010,Kanaker-Zeytun,Gasoline,230000,7900,Lexus,GS
2006,Arabkir,Gasoline,156000,4400,BMW,X3
2005,Echmiadzin,Gasoline,144000,2500,Nissan,Tiida
2005,Artashat,Gasoline,330000,21800,VAZ,(Lada) 2114 hatchback
2018,Erebuni,Gasoline,101000,27000,Mazda,CX-5
2022,Abovian,Gasoline,18000,38000,Honda,Accord
2018,Malatia-Sebastia,Gasoline,70000,23300,BMW,5 Series
2017,Arabkir,Gasoline,73500,1650,BMW,X1
1998,Kentron,Gasoline,230000,27500,Opel,Vectra
2019,Davtashen,Gasoline,35000,10000,Dodge,Challenger coupe
2001,Echmiadzin,Gasoline,170000,10500,Mercedes-Benz,S-Class
2011,Abovian,Gasoline,261000,12200,BMW,3 Series
2017,Ajapnyak,Gasoline,131000,6000,Nissan,Altima
1998,Arinj,Gasoline,268000,4300,Mercedes-Benz,C-Class
2005,Ajapnyak,Gasoline,172000,2150,Nissan,Tiida hatchback
2005,Kentron,Gasoline,195000,12500,Chevrolet,Rezzo
2008,Avan,Gasoline,130000,19900,Mercedes-Benz,E-Class
2019,Kentron,Gasoline,100000,3300,Hyundai,Sonata
1995,Aparan,Gasoline,220000,13700,Volkswagen,Vento
2018,Kentron,Gasoline,80000,23500,Ford,Escape
2021,Shengavit,Gasoline,35000,10500,Kia,Seltos
2005,Vanadzor,Gasoline,195000,8500,BMW,X5
2006,Nork-Marash,Gasoline,355000,11000,Ford,Explorer
2013,Gyumri,Hybrid,140000,3000,Chevrolet,Volt
2006,Davtashen,Gasoline,120000,13000,Renault,Clio
2019,Arabkir,Gasoline,102000,6400,Kia,Forte
2000,Metsamor,Gasoline,260000,2000,Mercedes-Benz,200
2016,Arabkir,Gasoline,83000,25000,Volkswagen,Polo
2005,Shengavit,Gasoline,213000,30000,Lexus,LX
2017,Nubarashen,Hybrid,70000,18000,Toyota,RAV4
2021,Nubarashen,Gasoline,4500,4000,Nissan,Sentra
2001,Vanadzor,Gasoline,120000,4500,GAZ,(ГАЗ) ГАЗель
2001,Nor Nork,Gasoline,180000,18900,Mitsubishi,Chariot
2018,Abovian,Gasoline,100000,12000,Toyota,Camry
2017,Abovian,Gasoline,130000,2000,Chevrolet,Cruze
2005,Artashat,Gasoline,150000,49800,VAZ,(Lada) 2115
2022,Kentron,Gasoline,13000,25000,Alfa,Romeo Stelvio
2018,Kentron,Gasoline,49000,6000,Infiniti,QX50
2000,Avan,Gasoline,265500,25000,Mercedes-Benz,C-Class
2019,Ajapnyak,Gasoline,54000,15200,Mazda,CX-5
2017,Echmiadzin,Gasoline,120000,15500,Nissan,Rogue
2019,Kentron,Gasoline,18200,3700,Kia,Forte
1996,Kentron,Gasoline,250000,2600,Mercedes-Benz,C-Class
1992,Erebuni,Gasoline,236145,11700,Mercedes-Benz,W124
2006,Erebuni,Gasoline,230000,8000,BMW,X5
2008,Davtashen,Gasoline,236610,110000,Toyota,Corolla
2020,Davtashen,Gasoline,44000,17900,Mercedes-Benz,GLS-Class
2013,Arabkir,Gasoline,135000,11300,Mercedes-Benz,C-Class
2019,Vedi,Gasoline,58000,4100,VAZ,(Lada) 2121 Niva
1998,Malatia-Sebastia,Gasoline,307000,48000,Opel,Astra hatchback
2019,Vedi,Gasoline,120000,13000,Mercedes-Benz,E-Class
2005,Hrazdan,Gasoline,90000,3000,BMW,6 Series coupe
2007,Amasia,Gasoline,250000,5300,VAZ,(Lada) 2112 hatchback
2007,Byureghavan,Gasoline,240000,32500,Nissan,Tiida hatchback
2014,Malatia-Sebastia,Diesel,180000,12600,Mercedes-Benz,Sprinter
2007,Hrazdan,Gasoline,90000,5000,BMW,X6 coupe
1999,Vardenis,Gasoline,40000,11500,Volkswagen,Passat
2010,Hrazdan,Gasoline,163115,4500,Toyota,Camry
2003,Hrazdan,Gasoline,141000,11000,Mercedes-Benz,A-Class hatchback
2006,Malatia-Sebastia,Gasoline,198000,6000,BMW,X5
2003,Hrazdan,Gasoline,250000,3000,Opel,Zafira
2003,Dilijan,Gasoline,210000,3500,Honda,CR-V
1998,Nor Nork,Gasoline,200000,13200,Opel,Astra
2012,Nor Nork,Gasoline,130000,10300,Lexus,IS
2008,Nor Nork,Gasoline,160000,19500,BMW,1 Series coupe
2019,Kentron,Gasoline,45000,14000,Honda,Accord
2016,Kanaker-Zeytun,Gasoline,85000,17990,Toyota,Camry
2019,Kanaker-Zeytun,Gasoline,16000,5000,Toyota,Camry
1998,Berd,Gasoline,300000,5800,Mercedes-Benz,E-Class
2002,Armavir,Gasoline,205000,14500,Volvo,S60
2004,Erebuni,Gasoline,240000,24000,Toyota,Alphard
2020,Kentron,Gasoline,60000,7400,Acura,ILX
2013,Hrazdan,Gasoline,250000,10000,Ford,Focus
2011,Kentron,Gasoline,121000,14500,Honda,Accord
2016,Artik,Gasoline,36000,22500,Nissan,Rogue
2014,Vanadzor,Gasoline,200000,51000,BMW,5 Series
2018,Russia,Gasoline,48300,4500,Lexus,RX
2005,Shengavit,Gasoline,360000,32000,Hyundai,Elantra
2020,Erebuni,Gasoline,70000,10200,Toyota,Camry
2013,Shengavit,Hybrid,170000,16500,Chevrolet,Volt
2015,Erebuni,Gasoline,114000,12800,Mazda,6
2002,Metsamor,Diesel,255000,32000,Ford,Transit
2020,Echmiadzin,Gasoline,69000,12500,Toyota,Camry
2012,Nor Nork,Gasoline,144714,4300,Nissan,Juke
2013,Nor Nork,Gasoline,262737,44000,Chevrolet,Cruze
2020,USA,Gasoline,50299,8200,BMW,7 Series
2006,Nor Nork,Gasoline,4000,6300,Mercedes-Benz,230
2006,Shengavit,Gasoline,140000,11000,Mercedes-Benz,B-Class hatchback
2016,Argavand,Gasoline,160000,5500,Chevrolet,Malibu
1998,Erebuni,Gasoline,300000,2800,BMW,3 Series
1999,Musaler,Gasoline,35000,5500,Opel,Vectra
2000,Malatia-Sebastia,Gasoline,270000,3500,BMW,3 Series
2004,Erebuni,Gasoline,350000,11800,Nissan,Teana
2006,Vanadzor,Gasoline,280000,7200,Honda,Elysion
2004,Erebuni,Gasoline,200,3500,Nissan,X-Trail
1998,Nor Nork,Gasoline,320000,16300,Opel,Astra hatchback
2018,Erebuni,Gasoline,72000,4800,Ford,Fusion (North America)
2003,Nor Nork,Gasoline,300000,13950,Opel,Astra hatchback
2020,Kentron,Gasoline,37000,11800,Kia,Forte
2008,Kentron,Gasoline,260000,16900,Mercedes-Benz,S-Class
2004,Arabkir,Diesel,380000,7400,Toyota,Land Cruiser Prado
2012,Stepanavan,Gasoline,125000,11200,Nissan,Latio
2002,Shengavit,Gasoline,98000,28500,Mercedes-Benz,E-Class
2007,Shengavit,Gasoline,140000,4500,Lexus,LX
2003,Malatia-Sebastia,Gasoline,400000,28800,Nissan,Teana
2021,Vanadzor,Gasoline,31000,8000,Mazda,CX-5
2007,Kentron,Gasoline,328000,19300,Mercedes-Benz,C-Class
2021,Dashtavan,Gasoline,65000,23400,Hyundai,Elantra
2017,Kanaker-Zeytun,Gasoline,55000,11900,Nissan,Pathfinder
2012,Kentron,Gasoline,230000,5300,Mercedes-Benz,C-Class
1996,Ajapnyak,Gasoline,273000,14000,Mercedes-Benz,C-Class
2017,Artashat,Gasoline,85000,15500,Nissan,Rogue Sport
2006,Kentron,Gasoline,187000,4500,Mercedes-Benz,CLS-Class
1987,Avan,Gasoline,50000,3500,VAZ,(Lada) 2106
2002,Shirak,Gasoline,170000,11000,Mazda,Capella
2017,Ajapnyak,Gasoline,80000,1000,Kia,Forte
1985,Bazum,Gasoline,180000,1000,VAZ,(Lada) 2121 (4x4)
1976,Bazum,Gasoline,180000,31800,IZH,(ИЖ) Moskvich-412
2016,Ajapnyak,Gasoline,125000,19900,BMW,6 Series
2018,Artashat,Gasoline,20000,4500,Toyota,RAV4
1997,Spitak,Gasoline,260000,8300,Mitsubishi,Pajero
2016,Masis,Gasoline,200000,27000,Nissan,Sentra
2017,Nor Nork,Gasoline,122000,42500,Honda,Odyssey
2021,Erebuni,Gasoline,40000,9000,Lexus,ES
2011,Gyumri,Gasoline,230000,11800,Mazda,6
2019,USA,Gasoline,92000,5799,Kia,Forte
2002,Erebuni,Gasoline,270000,6500,Mercedes-Benz,C-Class
2002,Gyumri,Gasoline,182616,35000,Mercedes-Benz,C-Class
2011,Davtashen,Gasoline,160000,8000,Toyota,Land Cruiser Prado
2018,Kanaker-Zeytun,Gasoline,193448,5000,Chevrolet,Cruze
1999,Kanachut,Gasoline,200000,53500,VAZ,(Lada) 2109 hatchback
2019,Russia,Gasoline,41000,2000,Jaguar,F-Pace
2001,Artashat,Gasoline,330000,7700,Peugeot,607
2008,Gyumri,Gasoline,164123,15000,Mercedes-Benz,B-Class hatchback
2017,Kanaker-Zeytun,Gasoline,52000,16200,Dodge,Journey
2020,Dilijan,Gasoline,62000,10000,Ford,Fusion (North America)
2017,Artashat,Gasoline,140000,26500,Ford,Focus
2019,Avan,Gasoline,60000,20500,Lexus,IS
2017,Avan,Gasoline,48000,11800,BMW,4 Series
2013,Nor Nork,Gasoline,230000,17000,Nissan,Rogue
2017,Kentron,Gasoline,62000,12800,Mazda,6
2012,Kentron,Gasoline,110000,20000,Nissan,Juke
2016,Kentron,Gasoline,85000,700,Kia,Sorento
1990,Malatia-Sebastia,Gasoline,100000,9500,ErAZ,762 wagon
2008,Shengavit,Gasoline,150000,4600,Nissan,X-Trail
2003,Masis,Gasoline,117000,29500,Mazda,RX-8 coupe
2021,Shengavit,Gasoline,48000,12500,Ford,Bronco Sport
2019,Vanadzor,Gasoline,112000,6000,Nissan,Sentra
2004,Arabkir,Gasoline,216731,26500,Volkswagen,Touareg
2015,Avan,Gasoline,70000,21000,Mercedes-Benz,ML
1989,Gyumri,Gasoline,12000,5000,VAZ,(Lada) 2106
2001,Artashat,Gasoline,380000,22500,Mercedes-Benz,C-Class
2021,Abovian,Gasoline,25000,14000,Mazda,CX-5
2019,Kentron,Gasoline,43000,10900,Kia,Forte
2010,Erebuni,Gasoline,160000,5300,Subaru,Forester
2011,Kentron,Gasoline,405000,4000,BYD,F3
1998,Nor Nork,Gasoline,330000,6500,Opel,Astra
2008,Artashat,Gasoline,400000,28500,Mazda,6
2019,Ajapnyak,Gasoline,87000,19300,Jeep,Grand Cherokee
2019,Kanaker-Zeytun,Gasoline,55000,32000,Jeep,Compass
2016,Kentron,Gasoline,115000,8500,Mercedes-Benz,C-Class coupe
2002,Kanaker-Zeytun,Gasoline,11000,3000,Mercedes-Benz,E-Class
1995,Nor Nork,Gasoline,360000,11500,Audi,80 wagon
2007,Avan,Gasoline,200000,13300,BMW,3 Series convertible
2008,Shengavit,Gasoline,255000,14500,Mercedes-Benz,ML
2007,Kentron,Gasoline,170000,4500,Mercedes-Benz,CLS-Class
2002,Shengavit,Gasoline,170000,7200,Volkswagen,Polo hatchback
2008,Malatia-Sebastia,Gasoline,92000,23500,Nissan,Tiida hatchback
2017,Nor Nork,Gasoline,155000,5500,BMW,3 Series
2023,Abovian,Gasoline,400,16600,Fiat,Doblo
2020,Shengavit,Gasoline,60000,5000,Kia,Forte
1967,Kentron,Gasoline,120000,11900,GAZ,(ГАЗ)
2016,Avan,Gasoline,91000,7500,Mazda,3
2000,Arabkir,Gasoline,196000,16000,BMW,Z3 convertible
2020,Erebuni,Gasoline,100000,18500,Dodge,Journey
2018,Kentron,Gasoline,65000,42000,Chevrolet,Equinox
2013,Shengavit,Gasoline,155000,12500,Mercedes-Benz,S-Class
2005,Shengavit,Gasoline,171000,31000,Lexus,RX
2021,Ararat,Gasoline,6100,6300,Toyota,RAV4
2007,Kurtan,Gasoline,350000,4700,Opel,Zafira
2000,Gyumri,Gasoline,320000,6500,Nissan,Altima
